01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
3309,3309,,,,,"KÖLESÉRI Sámuel: [1] Idvesseg sarka, avagy az Evangeliom szerint-való igaz religiónak, elsö-fundamentomos igasságinak avagy principiuminak (mellyeknek tudása s’ hitele-nélkül senki nem idvezülhet) öszve-szedegetése; azoknak nyilván-valo és ellene-mondhatatlan Sz. Irás tanu-bizonyságibólvaló meg-állatása; es a’ kegyesség-gyakorlásban, azokbol ki-fakadó sok féle hasznoknak meg-mutogatása, mellyet edes nemzete lelke-javáért világra bocsátott Köleseri Samuel , Christus Jesus evangeliomának szolgája, szendrei r. ecclesiában. - [2] (Bankodo lelek nyögesi, az az: Szent Irás szavaibol szedegetett s’ a’ felsö esztendökben valo szomoru alkalmatosságokhoz szabattatott néhány könyörgések, mellyeket a’ szendrei r. ecclesia lelki épületire irt volt, mostan pedig némellyek kérésére ki-bocsátott Köleseri Samvel, Christus evangeliomának szolgája.) Saros Patakon MDCLXVI [typ. principis] Rosnyai Janos.",1666,Patak,typ. principis,,")(8 )( )(4, A8-R8",[1] + 19 [recte 20] + [2] + 242 [1] + 28 [recte 27] + [1] pag.,8°,"Orn., init.",RMK I 1038-RMK I 1039,Református hiteivek és imádságok.,,magyar,"In 12 bibliothecis 14 expl. - Budapest Acad, Nat, Ref, Univ - Cluj-Napoca Univ - Debrecen Ref, Univ - Kezmarok Ev - Sárospatak Ref - Târgu Mureş - etc.",14,"Budapest=4, Cluj-Napoca=1, Debrecen=2, Kezmarok=1, Sárospatak=1, Târgu Mureş=1",,0,,294,8,16,18.375
3310,3310,,,,,(PÓSAHÁZI János): A’ három kérdesre-valo summás válasz-tételnek egy arra lött alkalmatlan felelettel való nagyob megerössödese es azon feleletnek megrázogatása. [Patak] 1666 [typ. pricipis].,1666,Patak,typ. principis,,A12-N12,[1] + 309 + [1] pag.,12°,"Orn., init.",RMK I 1050,Református vitairat.,,magyar,"In 11 bibliothecis 16 expl. - Bratislava Univ - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Sárospatak Ref - Szeged Univ - Târgu Mureş",16,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",,0,,311,12,24,12.958333333333334
3311,3311,,,,,"PÓSAHÁZI János: Posahazi Janosnak Kis Imre nevü jesuita páter-rel valo vetelkedese im ez kerdesrül: Volt-é valaha, valaholott, valakinél Calvinus Janos elött a’ mostani Cálvinisták vallása? [Patak] MDCLXVI [typ. principis].",1666,Patak,typ. principis,,A8-D8 [E]2,67 pag.,8°,Orn.,RMK 1 1046 - MKsz 1912: 57-58,Református vitairat.,,magyar,"Budapest Acad 2* (Lugossy József, Debrecen) - Budapest Nat cop. partim (Sárospatak) - Sárospatak Ref 1 (<- Niznij Novgorod <- Sárospatak)",2,"Budapest=1, Sárospatak=1",,0,,67,8,16,4.1875
3312,3312,,1,,,"»PÓSAHÁZI János: Tromf ki, tromf. Patak 1666 [typ. principis].«",1666,Patak,typ. principis,,,,,,,,,magyar,,0,,,0,,,,,
3313,3313,,,,,"SZATHMÁRI B[AKA] Péter: Frigyes kisededek [!] jussa, s-mindgyárt hóltok után következö örök bóldogságos sorsa, mellyet egy idvességes s’ lelki vigasztalással tellyes tanitásban alkalmaztatatott néhai tekintetes nemzetes urfi , Lonyai Janos hidegedett teste földben takaritása alkalmatosságával akkori tekintetes szép gyülekezet elött Szent András havának 7. napján 1666. esztendöben Nagy Lónyan méltóságos Lonyai Anna fejedelem aszszony ... udvari praedikátora, Szatthmari B. Peter. Asrospatakon (sic!) (1666) [typ. principis].",1666,Patak,typ. principis,,A8 + ?,[8 + ?] fol.,8°,,,Református gyászbeszéd.,,magyar,Budapest Nat cop. - Târgu Mureş 4*,1,Târgu Mureş=1,,0,,16,8,16,1
3314,3314,,,,,"(ARTICULI dominorum magnatum nobilium trium nationum regni Transylvaniae partiumque regni Hungariae eidem annexarum in generali eorum congregatione ad diem primum mensis Februarii anni 1666 in oppidum nostrum Fogaras indicta et celebrata, conclusi.) [Szeben 1666 Szenci Kertész].",1666,Szeben,Szenei Kertész Ábrahám,,A4 B4,[8] fol.,2°,"Orn., init.",Sztripszky 1 2051/258 4- MKsz 1895: 264,Erdélyi országgyûlési törvénycikkek magyar nyelven.,,magyar,Budapest Acad 2* - Budapest Arch 1 - Budapest Nat 1 1 1 - Cluj-Napoca Univ 1 1 - Niznij Novgorod 1 - Sibiu Mus 1,9,"Budapest=5, Cluj-Napoca=2, Niznij Novgorod=1, Sibiu=1",,0,,16,2,4,4
3315,3315,,,,,"(ARTICULI dominorum managtum [!] et nobilium trium nationum regni Transylvaniae, partiumque regni Hungariae eidem annexarum in partiali eorum congregatione ad diem decimumoctavum [!] mensis Septembris anni millesimi sexcentesimi sexagesimi sexti, in civitatem Albam Juliam indicta et celebrata, conclusi.) [Szeben 1666 Szenci Kertész].",1666,Szeben,Szenei Kertész Ábrahám,,A4,[4] fol.,4°,Init.,Sztripszky I 2052/259 <- MKsz 1895: 264,Erdélyi országgyûlési törvénycikkek magyar nyelven.,,magyar,Budapest Arch 1 1 1 - Budapest Nat 1 2* - Budapest Univ 1 - Cluj-Napoca Univ 1,7,"Budapest=6, Cluj-Napoca=1",,0,,8,4,8,1
3316,3316,,,,,"BÁTAI B. György: Lydius S. Scripturae lapis, Lelki probakö avagy az örök életre el-választatott, idvességét bizonyossan várhato embernek a’ Sz. Irásbol szedegettetett meg-csalhatatlan jegyei, mellyeket magában fel-találván eszében veheti, Istennek élötte minémü állapatban légyen. Mellyeket a’ colosvári reformata ecclesiában bizonyos alkalmatosságokkal praedikállott, most penig Zilahon egybe-szegetvén közönségessé tött Batai B. György z. p. ... Szebenben MDCLXVI Szenci K. Abraham.",1666,Szeben,Szenei Kertész Ábrahám,,"*8, A8-Q8 R6+2",[16] + 269 [recte 268] pag.,8°,"Orn., init.",RMK I 1040,Református prédikációk.,,magyar,"In 13 bibliothecis 18 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - Pápa Ref - Sárospatak Ref - Târgu Mureş - etc.",18,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Pápa=1, Sárospatak=1, Târgu Mureş=1",,0,,284,8,16,17.75
3317,3317,,,,,"BÁTAI B. György: Meta electorum, valasztottak targyja, melyre minden buzgo lelkü és idvességét kéváno embernek tellyes életének folyásában szükségesképpen kell czélozni. Mellyet irt és egynehány praedikátiokban foglalván szem eleibe terjesztett Batai B. György z. p. ... Szebenben MDCLXVI Szenci Kertesz Abraham.",1666,Szeben,Szenei Kertész Ábrahám,,a8-m8 n5+1,[12] + 190 pag.,8°,"Orn., init.",RMK I 1041,Református prédikációk.,,magyar,"In 12 bibliothecis 18 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref - Kecskemét Ref - Pápa Ref - Sárospatak Ref - Târgu Mureş - etc.",18,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Kecskemét=1, Pápa=1, Sárospatak=1, Târgu Mureş=1",,0,,202,8,16,12.625
3318,3318,,,,,CATECHESIS religionis Christianae in ecclesiis et scholis plerisque reformatis usitata. Antehac cum analysi ad marginem subjectisque S. Scripturae locis adornata: nunc vero in iisdem sedulo recognita ac non paucis clarioribus S. Scripturae testimoniis adaucta. Ex ... ordinum Hollandiae et Westphrisiae mandato in usum scholarum ejusdem provinciae de novo edita. Modo vero etiam orthodoxarum in Hungaria et Transsylvania scholarum usui accommodata. Cibinii MDCLXVI impensis Abrahami Kertesz Szenciensis.,1666,Szeben,Szenei Kertész Ábrahám,,A8-L8,171 [recte 172] + [3] pag.,8°,"1 ins., init.",RMK II 1088,Református katekizmus.,,magyar,Budapest Acad 1 - Budapest Ref 1 - Cluj-Napoca Acad 1 2* - Debrecen Ref 1 - Debrecen Univ 1 - Pápa Ref 1 2* - Sárospatak Ref 2*,9,"Budapest=2, Cluj-Napoca=2, Debrecen=2, Pápa=2, Sárospatak=1",,0,,175,8,16,10.9375
3319,3319,,,,,"CATONIS disticha moralia, cum Germanica et Hungarica versione, nunc castigatius, quam antea edita. Cibinii MDCLXVI typis et sumtibus Abrahami K. Szenci.",1666,Szeben,Szenei Kertész Ábrahám,,A4-G4 [ ]1,51 + [7] pag.,8°,"1 ins., orn., init.",RMK II 1089 - Sztripszky I 2054/261 MKsz 1882: 87,"Bölcs mondások gyûjteménye latin, magyar és német nyelven.",,latin; magyar; német,Budapest Acad 1,1,Budapest=1,,0,,58,8,16,3.625
3320,3320,,,,,"HUTTER, Georgius, sen.: Tyrocinivm logicum seu brevis et perspicua totius logices explanatio, primo quidem privatis quorundam usibus adornata, nunc vero publicis juventutis scholasticae commodis donata a Georgio Huttero Cib., rectore scholae patriae. Cibinii Transylvanorum MDCLXVI sumptibus Stephani Jünglings, Cib. typographi.",1666,Szeben,typ. civitatis,,A8-G8 H4,[3] + 117 pag.,8°,"Orn., init.",RMK II 1090,Logikai tankönyv.,,latin,Budapest Nat cop. (Cluj-Napoca Univ + partim Sibiu) - Cluj-Napoca Acad 1 - Cluj-Napoca Univ 1 - Sibiu Mus 2* - Sighisoara 1,4,"Cluj-Napoca=2, Sibiu=1, Sighisoara=1",,0,,120,8,16,7.5
3321,3321,,,1,,<Kalendárium és prognosztikon az 1667. esztendõre. Szeben 1666 Szenci Kertész. - 16°>,1666,Szeben,Szenei Kertész Ábrahám,,,,,,,,,magyar,,0,,,0,,,,,
3322,3322,,,,,"KOMÁROMI CSIPKÉS György: Igaz hit, az az olly CCXLI magyar predikaciok, mellyekben a’ keresztyéni igaz hitnek és vallásnak minden ágazati ugy bé-foglaltatnak, hogy mind a’ tanitók, s’ mind a’ tanulók, mi legyen hiendö vallások és vallando hitek, elégségesképpen megtanulhattyák. Mellyeket prédikállott a’ debreczeni gyülekezetben; es hogy holta után-is tanitson, nemzete javára, az anyaszentegyház épületire és az Istennek dicsöségére ki-bocsátott Comaromi Csipkes György S[zent] I[rást] M[agyarázó] D[octor] E[s] D[ebreceni] P[raedicator]. Szebenben MDCLXVI Szenczi Kertesz Abraham.",1666,Szeben,Szenei Kertész Ábrahám,,"*4-***4 ****5, A4-Z4, Aa4-Zz4, Aaa4-Zzz4, Aaaa4-Zzzz4, Aaaaa4-Iiiii4 Kkkkk3+1",[34] + 800 + [13] pag.,4°,"1 ins., orn., init.",RMK I 1042,Református prédikációk.,,magyar,"In 35 bibliothecis 53 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - Sibiu Mus - Szeged Univ - Târgu Mureş - etc.",53,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sibiu=1, Szeged=1, Târgu Mureş=1",,0,,847,4,8,105.875
3323,3323,,,,,"MATKÓ István: Fövenyen épitetett haz romlasa, avagy Három kérdések körül gögösön futkározo Sambar Matyas jesuita ina szakadasa. Melyben világoson meg-bizonyittatik a’ Szent Irásbol, I. Hogy a’ pápista vallás nem igaz vallás. II. Hogy csak az egy apostoli vallás igaz, mellyet a’ cálvinisták álhatatoson vallanak. III. Hogy a’ pápisták ellenkeznek a’ Sz. Irással és a’ régi igaz romai vallással, nem a’ cálvinisták, Kézdi Vásárhelyi Matko Istvan, felsõbányai ecclesiának együgyü tanitoja által. [Szeben] 1666 [Szenci Kertész].",1666,Szeben,Szenei Kertész Ábrahám,,A8-I8 K7+1,[12] + 146 pag.,8°,"Orn., init.",RMK I 1043,Református vitairat.,,magyar,"In 17 bibliothecis 21 expl. - Alba Iulia - Budapest Acad, Nat, Univ - Cluj-Napoca Univ - Debrecen Ref, Univ - Kezmarok Ev - Sárospatak Ref - Szeged Univ - etc.",21,"Alba Iulia=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, Kezmarok=1, Sárospatak=1, Szeged=1",,0,,158,8,16,9.875
3324,3324,,,,,"MATKÓ István [transl.]: Kegyes cselekedetek rövid ösvenykeje, mellyen a’ kegyesség gyakorlásának derék uttyára sietvén egy jo lelkü uton járo (minek-utánna már véghez vitte Istenével valo szent beszélgetését, az imádságot) tudakozza Ut mutatojátol a’ kegyes élet uttyát, a’ holott az Ut mutato minden karban, nemben és hivatalban lévö embereknek által-utat mutat az Isten elött kedves, mások elött becsületes és magokra nézve hasznos cselekedeteknek el-követésére a’ Szent Irásbol, mellyet szedegetett és forditott angliai nyelvböl a’ kegyes életre vágyodoknak hasznokra K. Vasarhelyi M. Istvan, f.bányai ecclesiának együgyü tanitoja. Szebenben 1666 Szenci Abraham.",1666,Szeben,Szenei Kertész Ábrahám,,"A12-E12, [ ]1",[9] + 111 [recte 107] + [2] pag.,12°,"Orn., init.",RMK I 1044,Erkölcsi oktatás.,,magyar,Budapest Nat 2 2 - Cluj-Napoca Acad 2* - Cluj-Napoca Univ 1,4,"Budapest=2, Cluj-Napoca=2",,0,,118,12,24,4.916666666666667
3325,3325,,,,,"NADÁNYI János: Johannis Nadanyi Oratio de augmentis scientiarum habita in templo Enyedino, cum theologiae et lingvarum professionem auspicaretur. Cibinii Transylvanorum MDCLXVI apud Abrahamum Kertesz Szenciensem.",1666,Szeben,Szenei Kertész Ábrahám,,A4-C4,24 pag.,4°,"1 ins., init.",RMK II 1091,Pedagógiai beszéd.,,latin,Budapest Acad 1 2 - Budapest Nat 1 - Târgu Mureş 1,4,"Budapest=3, Târgu Mureş=1",,0,,24,4,8,3
3326,3326,,,1,,<Neuer und alter Kalender auf das Jahr 1667. Hermannstadt [1666] typ. civitatis. - 16°>,1666,Szeben,typ. civitatis,,,,,,,,,német,,0,,,0,,,,,
3327,3327,,,,,"SZATHMÁRI B[AKA] Péter: Izrael Istenenek igaz tiszteleti mellett buzgo Illyes prophetanak el-ragadtatasa, az az Idvességes tanitás, mellyet Erdely orszagban lévö Izrael Istenenek ... tiszteleti mellett Illyessel mind haláliglan álhatatoson buzgo Christvs igaz szolgajanak, most lelkében megdicsöült Vasarhelyi Peternek hidegedett teste el-takaritásának alkalmatosságával Enyeden, akkori szép feles gyülekezet elött ... alkalmaztatott 1666. esztendöben pünkösd havának 16-dik napján ... Kemeny Janosne fejedelem aszszony ö nagysága udvari prédicátora, Szathmari B. Peter. Szebenben MDCLXVI Szenczi Kertesz Abraham.",1666,Szeben,Szenei Kertész Ábrahám,,A4-D4 E1,[17] fol.,4°,"Orn., init.",RMK I 1045,Református gyászbeszéd.,,magyar,Budapest Nat 1 3 - Sárospatak Ref 1 - Târgu Mureş 1,4,"Budapest=2, Sárospatak=1, Târgu Mureş=1",,0,,34,4,8,4.25
3327A,3327,A,,1,,"<Diószegi Kis István: Lelki fegyver, avagy a hétnek minden napjaira rendeltetett reggeli és estvéli könyörgések és buzgó háládások, melyek elsöben német nyelvböl belga nyelvre fordittattak, viszontag az Isten Anyaszentegyházában vitézkedö hivek kedvekért magyar nyelven ki-botsáttattak Belgiomban, Diószegi K. István Sz. I. m. doktor által. Utrecht 1666.>",,,,,,,,,,,,magyar,,0,,,0,,,,,
3328,3328,,,,,"HNILICENUS, Joannes: Disputatio theologica de ministerio ecclesiastico et vocatione ministrorum ad munus ecclesiasticum, quam auxilio divino publicae ventilationi sistunt praeses Johannes Hniliczenus, p.t. scholae Solnensis rector et respondens Matthaeus Piscator Carp., scholae ejusdem alumn. et eccl. org. ad diem <17> Maji anno 1666. Solnae 1666 apud Johannem Dadan [sen.].",1666,Zsolna,"Dadan, Johannes, sen.",,A4 B4,[8] fol.,4°,Orn.,RMK H 1092 - Sztripszky II 2594/142 <- MKsz 1890: 262 - Caplovic 2492,Evangélikus teológiai vizsgatételek.,,,Budapest Acad 1 (A-variáns) 1 (A-variáns) - Budapest Nat 1 (A-variáns) - Kosice Dioec 0 - Martin Nat 1 (B-variáns),5,"Budapest=3, Kosice=1, Martin=1",,0,,16,4,8,2
3329,3329,,,,,"INSTITORIS, Michal: Dissertatio ethica de summo morali bono seu de existentia et natura beatitudinis ac felicitatis civilis seu ethicae, placidae subjecta disqvisitioni a Michaele Institoris, rectore scholae Moschoviensis autore, respondente Martino Proserchomeno, ejusdem scholae alumno anno 1666 mense Aprili die (17). Solnae 1666 Johannes Dadan [sen].",1666,Zsolna,"Dadan, Johannes, sen.",,A4 B2,[6] fol.,4°,Orn.,RMK II 1093 - Caplovic 2493,Erkölcsfilozófiái vizsgatételek.,,,Bratislava Acad 1 (C-variáns) - Budapest Nat 1 (A-variáns) - Budapest Univ 1 (B-variáns),3,"Bratislava=1, Budapest=2",,0,,12,4,8,1.5
3330,3330,,,1,,"<Kalendáø a zpráva hvìzdaøská na rok 1667. Žilina 1666 Dadan, sen.. - 16°>",1666,Zsolna,"Dadan, Johannes, sen.",,,,,,,,,biblikus cseh,,0,,,0,,,,,
3331,3331,,,1,,"<Ladiver, Eiias, sen.: Refutatio Hieronymi Zinchonii defensionis absurdorum Ivulianorum. [Zsolna? Kassa?] 1666.>",1666,Zsolna,"Dadan, Johannes, sen.",,,,,,,,,latin,,0,,,0,,,,,
3332,3332,,,,,"PILÁRIK, Štefan: Sors Pilarikiana. Los Pilárika Sstìpána ... roku 1666. Wytlaèeno nákladem pana Jana Pilaryka. (V Žilinì 1666 Dadan [sen.]).",1666,Zsolna,"Dadan, Johannes, sen.",,A12-C12,[36] fol.,12°,"1 ill., orn.",RMK II 1094 - Knihopis 7176 - Caplovic 2494,Verses önéletrajz biblikus cseh nyelven.,,biblikus cseh,Budapest Nat 2*,1,Budapest=1,,0,,72,12,24,3
3333,3333,,,,,"THOMAE, Elias, sen.: Conclusiones theologicae de morte, qvas ... in ... Posoni en sium gymnasio Aug. conf. sub praesidio ... d. m. Eliae Thomae, h. t. gymn. Poson. rectoris ... p. l. et caes. not. publice ventilandas proponit Michael Lani Illaviensis, habebitur die (...) mensis Maji a. o. r. MDCLXVI. Solnae 1666 apud Johannem Dadan [sen.].",1666,Zsolna,"Dadan, Johannes, sen.",,"[ ]4, [ ]2",[6] fol.,4°,Orn.,Sztripszky 11 2595/143 <- MKsz 1890: 262 - Caplovic 2495,Evangélikus teológiai vizsgatételek.,,,Budapest Acad 1 1 - Budapest Nat 1,3,Budapest=3,,0,,12,4,8,1.5
3334,3334,,,,,"LIPPAY János: Gyümölczös kert, mellyet a’ néhai ... Lippay Giörgy esztergami érsek urunk ö nagytsága költségéuel az nemes magyar nemzetnek közönséges hasznára jesuitak rendin való, Istenben el nyúgodott p. Lippay Janos irt. Béczben (1667) Cosmerovius Máté, császár urunck õ fólsége [!] könyv-nyomtato bötüyvel.",1667,Bécs,"Cosmerovius, Mattháus",,"a4, A4-C4 D1 [ ]1 D2-4 E4 F1-2 [ ]1 F3-4 G4-Q4 [ ]1 R1-3 [ ]1 R4 S4-Z4, Aa4-Pp4",[8] + 302 + [1] pag. + 4 tab.,4°,"4 ill. calcographicae, orn., init.",RMK I 1054,Kertészeti értekezés.,,,"In 34 bibliothecis 50 expl. - Budapest Acad, Nat - Cluj-Napoca Acad, Univ - Martin Nat - Odorheiu Secuiesc - Pannonhalma - Sárospatak Ref - Szeged Civ, Univ",50,"Budapest=2, Cluj-Napoca=2, Martin=1, Odorheiu Secuiesc=1, Pannonhalma=1, Sárospatak=1, Szeged=2",,0,,630,4,8,78.75
3336,3336,,,,,"ARTICVLI, juxta quos regitur ecclesia in superioribus regni Vngariae partibus. [Cassoviae] MDCLXVII [Johann David Türsch].",1667,Kassa,"Türsch, Johann Dávid",,A4 B4 C2,[10] fol.,,"Orn., init.",Sztripszky II 2597/145 <- MKsz 1909: 315,Református egyházi rendtartás.,,latin,Budapest Nat. cop. (Debrecen) - Debrecen Ref 1,1,Debrecen=1,Sárospatak Ref,1,Sárospatak,,,,
3337,3337,,,,,"BÁNKI János: Qvodlibeta poetica, generosis ... d.d. aa. ll. et philosophiae neo-bacalaureis, cum in ... episcopali vniversitate Cassoviensi prima philosophiae laurea per ... Ioan. Banki e Societate Jesu, aa. ll. et philosophiae doctorem ejusdemque professorem ordinarium coronarentur, a ... humanitate academiae Cassoviensis an(n)o ... MDCLXVII. mense Julio oblata. Cassoviae (MDCLXVII) typis Davidis Türsch.",1667,Kassa,"Türsch, Johann Dávid",,A8 B7,[15] fol.,8°,"1 ill., init.",Caplovic 613,Köszöntõ versek.,,latin,Budapest Nat cop. partim (Martin) - Budapest Univ 3* - Martin Nat 1 - Nitra Piar 0 0,4,"Budapest=1, Martin=1, Nitra=2",,0,,30,8,16,1.875
3338,3338,,,,,"MOESTI parentis fi liorumque tristissimorum svspiria et vota, queis ... m. Iohan. Bayer, de lyceo Eperiensi ... rectorem, nunc autem vocatum legitime, jamque mox inaugurandum ... civitatis Novisoliensis verbi divini ministrvm, generum et affi nem desideratissimum, plorantes comitantur, anno MDCLXVII. die Jun. Cassoviae (1667) typis Davidis Türsch.",1667,Kassa,"Türsch, Johann Dávid",,A4,[4] fol.,4°,,RMK II 1095 - Caplovic 613a - Caplovic 619,Köszöntõ versek.,,latin,Budapest Nat cop. - Halle Univ 1,1,Halle=1,,0,,8,4,8,1
3339,3339,,,,,"[DRÉGELYPALÁNKI János:] [1] Conciones in Catechesim Palatinatam secundum explicationes catecheticas Zachariae Vrsini, quibus adjuncta sunt authorum theologorum Bucani, Wendelini, Wollebii, Amesii, Thomae Felegyházi opera theologica, quae hinc et inde collecta, in unum corpus inclusa et in praxim concionatoriam redacta sunt. Et quae omnes locos communes et articulos fi dei fundamentales methodo concionandi enucleant, etc. - [2] His addita: Catena salvtis ex capitibus 26. 27. 28. 29. 30. Medullae Amesii lib. I. sumptis cum orationib(us) aliquot publicis, per I. D. P. P. E. R. T. - [3] (Orationes publicae, sumptibus generosi domini Sigismundi Cassai excussae.) Cassán 1667 Türsch David.",1667,Kassa,"Türsch, Johann Dávid",,":)(:8, A8-Z8, Aa8-Hh8 Ii2",[258] fol.,8°,"Orn., init.",RMK I 1055 - Caplovic 614,Református prédikációk és imádságok magyar nyelven.,,magyar,"In 19 bibliothecis 23 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref - Sárospatak Ref - Szeged Civ, Univ - Târgu Mureş - etc.",23,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Szeged=2, Târgu Mureş=1",,0,,516,8,16,32.25
3340,3340,,1,,,"»EVANGELIA et Epistolae. Quae An(nuatim) secundum ritum vete(ris Ecclesiae) in templis leguntur. (Et) ea Evangelia ac Epistolae, quae in praecipuis Sanctorum feriis tractantur. Cassoviae, Typis et Sumptibus Davidis Türsch. MDCLXVII. 16r.«",1667,Kassa,"Türsch, Johann Dávid",,,,,,,,,latin,,0,,,0,,,,,
